Mg,Al,Ti,V,Mn,Fe,Co,Zn,Y,Zr,Nb,La,Nd,Ce,Ta,W,Pb
0,1929.3,0,0,0,236.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,191.9,0,0,0,0,0,0,0,0,0,0,0
0,756.4,0,0,0,623.5,0,0,0,0,0,0,0,0,0,0,0
0,447.1,0,0,0,191.7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,349.8,0,0,0,0,0,0,0,0,0,0,0
0,1241.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,113.7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,241.2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1066.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,240.2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,217.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5933.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,141.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,133.2,1601.9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,186.7,0,0,0,0,0,0,0,0,0,0,0
0,703.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2205,0,0,0,3940.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,125.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,154.3,0,0,0,0,0,0,0,0,0,0,0
0,478.8,0,0,0,1226.2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,137.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,103.5,0,0,0,0,0,0,0,0,0,0,0
0,828.5,0,0,0,1971.9,0,0,0,0,0,0,0,0,0,0,0
0,0,215.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,338.3,0,0,0,0,0,0,0,0,0,0,0
0,1184.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,113.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,297.7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,231.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,253.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,620.5,692.2,0,0,0,0,0,0,0,0,0,0,0
0,1697.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3487.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,189.4,0,0,0,0,0,0,0,0,0,0,0
0,651.2,0,0,15196.1,3774.4,0,0,0,0,0,0,0,26.2,0,0,0
0,0,425.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3148.7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,136.1,0,0,0,0,0,0,0,0,0,0,0
0,1528.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3056.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,163.9,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,212.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,154.9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,355.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,123.2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,103.8,0,0,0,0,0,0,0,0,0,0,0
0,0,247.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,136.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1404.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,298.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,451.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,145.9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,194.6,0,0,0,0,0,0,0,0,0,0,0
0,0,1705,0,0,102.5,0,1550.4,0,0,0,0,0,0,0,0,0
0,5251.8,0,0,0,0,0,0,0,0,0,14.5,0,58.7,0,0,0
0,0,0,0,525.4,70633.7,0,0,0,0,0,0,0,0,0,0,0
0,2647.3,0,0,0,2633.4,0,0,0,0,0,0,0,0,0,0,0
0,0,517.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,108.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4319.2,0,0,0,0,0,0,0,0,0,0,0
0,0,19725.1,0,97.7,2331.5,0,0,0,0,79.9,0,0,0,0,0,0
0,288.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2124.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,113.6,0,0,0,0,0,0,0,0,0,0,0
0,4107.3,383.8,0,101.8,3515.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,101.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,934,0,0,0,0,0,0,0,0,0,0,0
0,303.5,0,0,0,469.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,272.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,274.3,231.2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,103.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,112.7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,209.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,340.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,250.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,967.2,0,0,0,0,0,0,0,0,0,0,0
0,301.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,237.9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3
0,0,0,0,323.9,2611.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,124.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,161.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,267.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5806.9,1696.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,121.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,994.2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1975,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,573.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,365.1,0,0,0,0,0,0,0,0,0,0,0
0,492.2,0,0,0,203.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,141.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1330,0,0,0,0,0,0,0,0,0,0,0
0,433.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,118.2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1997.7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,270.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,413.3,0,0,0,0,0,0,0,0,0,0,0
0,0,613.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,109.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,489.6,0,0,0,0,0,0,0,0,0,0,0
0,2035.8,0,0,5816.9,26139.7,0,724.5,0,0,0,0,0,29,0,0,61.4
0,461.2,0,0,0,825.7,0,0,0,0,0,0,0,0,0,0,0
