Mg,Al,Ti,V,Mn,Fe,Co,Zn,Y,Zr,Nb,La,Nd,Ce,Ta,W,Pb
0,0,0,0,0,1095.7,0,0,0,0,0,0,0,0,0,0,0
0,306.2,0,0,108,2241.3,0,0,0,0,0,0,0,0,0,0,0
0,0,344.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,235.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,261.7,0,0,0,0,0,0,0,0,0,0,0
0,0,177.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,317.6,0,0,0,1203.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,364.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6549.4,0,0,0,0,0,0,0,0,0
0,0,200.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1438.5,0,0,0,0,0,0,0,0,0,0,0
0,2327.2,202,0,295.2,18169.4,0,0,0,0,0,0,0,49.8,0,0,0
0,0,294.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,168.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1891,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,264.2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,132.5,0,0,0,0,0,0,0,0,0,0,0,0
0,488.5,0,0,123.4,454.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,571.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,463.3,0,0,0,0,0,0,0,0,0,0,0
0,352.3,0,0,0,774.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,215.9,0,0,0,0,0,0,0,0,0,0,0
0,0,278.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,587.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,772.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,185.7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,334.4,0,0,0,0,0,0,0,0,0,0,0
0,0,206.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,175.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,183.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,476.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,105,310.6,0,0,0,0,0,0,0,0,0,0,0
0,0,206.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,243.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1077.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,204.4,0,0,0,0,0,0,0,0,0,0,0
0,0,193.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,447.8,0,0,0,0,2402.5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,910.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,762.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,805.8,0,0,0,0,0,0,0,0,0,0,0
0,0,343.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,673,0,0,0,430.1,0,0,0,0,0,0,0,0,0,0,0
0,313.9,0,0,0,4992.4,0,0,0,0,0,0,0,0,0,0,0
0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,397.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,216.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,205.5,0,0,630.8,0,0,0,0,0,0,0,0,0,0,0
0,0,169.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,283.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,179.8,0,0,0,0,0,0,0,0,0,0,0
0,471.1,0,0,0,919.1,0,0,0,0,0,0,0,0,0,0,0
0,0,236.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3627.8,0,0,0,0,0,0,0,0,0,0,0
0,983.6,199.6,0,0,926.6,0,0,0,0,0,0,0,0,0,0,0
0,397.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1169.3,0,0,0,2272.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,309.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,219.1,0,0,0,0,0,0,0,0,0,0,0
0,0,415.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,201.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,164.5,0,0,0,0,0,0,0,0,0,0,0
0,1116.7,0,0,0,4285.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,317.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2995.9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4451.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,572.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,334.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,392.9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,197.5,0,0,0,0,0,0,0,0,0,0,0
0,1305.5,0,0,0,439.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,379.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,879.2,0,0,0,0,0,0,0,0,0,0,0
0,0,616.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,194.4,0,0,0,0,0,0,0,0,0,0,0
0,550.8,0,0,0,1063,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,171.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,431.5,0,0,0,0,0,0,0,0,0,0,0
0,1054.4,0,0,0,542.8,0,0,0,0,0,0,0,0,0,0,0
0,349.5,2551.3,0,0,437.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,336.2,0,0,0,0,0,0,0,0,0,0,0
0,0,162.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,226.1,0,0,0,0,0,0,0,0,0,0,0
0,283.3,0,0,0,1530.2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1506.4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,230.1,0,0,0,0,0,0,0,0,0,0,0
0,0,558.9,0,0,0,0,6844.3,0,0,0,0,0,0,0,0,0
0,0,745.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,319.7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,187.3,0,0,0,0,0,0,0,0,0,0,0
0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,488,0,0,0,0,3325.5,0,0,0,0,0,0,0,0,0
0,0,1402,0,0,594.3,0,3409.9,0,0,0,0,0,0,0,0,0
0,1076.3,0,0,0,598.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,207.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,179.6,0,0,0,0,0,0,0,0,0,0,0
0,0,195.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,652.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,823.3,0,0,0,0,0,0,0,0,0,0,0
0,1217.3,256.9,0,625.2,4416.9,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1486.1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,235.2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0
0,0,285.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,722.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,341.2,0,0,0,0,0,0,0,0,0,0,0
0,0,282.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,304.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,315.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,256.6,0,0,0,0,0,0,0,0,0,0,0
0,0,167.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,175.2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,181.9,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,470.8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,375.7,0,0,0,0,0,0,0,0,0,0,0
0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
